price	type	garage	Bedrooms	Bathrooms	Sqft	Sqft/1000	YrBuilt	SqftxAge	std.sqft	std.age	std.sqrtxstd.age	LSqft	Acerage	View	Pool	Number	Street	City
4.31	CONDO	A	2	2	1410	1.41	2009	11.28	-0.338470992	-1.205640235	0.408074246	2133	0.04	Y		268	Via San Blas   	SLO
4.85	SFR	D	3	1	860	0.86	1915	87.72	-1.25177313	2.432079128	-3.044411302	1410	0.03	Y		858	Tarragon LN   #1305	SLO
5	SFR	A	2	2	1332	1.332	1990	35.964	-0.467993841	-0.470356534	0.220123961	5600	0.13			762	Woodbridge   	SLO
6.3	SFR	D	3	1	1279	1.279	1953	81.856	-0.556002956	0.961511726	-0.534603362	1332	0.03	Y	N		Chorro ST   #A	SLO
6.92	SFR	D	3	2	1264	1.264	1900	147.888	-0.580911196	3.01256626	-1.750033469	6300	0.14	Y	N	174	Del Norte WY  	SLO
7.29	SFR	D	3	2	1778	1.778	1990	48.006	0.272611165	-0.470356534	-0.128224443	5000	0.11	Y	N	342	Sandercock ST  	SLO
8.4	SFR	D	3	2	1944	1.944	1974	83.592	0.548262355	0.148829741	0.081597744	4186	0.1	Y	N	3969	Sunrose LN  	SLO
3.22	CONDO	A	2	1	900	0.9	1963	48.6	-1.185351156	0.574520304	-0.681008307	10000	0.23	Y		710	Skyline DR  	SLO
5.6	CONDO	A	2	2	1537	1.537	1997	30.74	-0.127581226	-0.741250529	0.094569651	900	0.02	Y	N	1141	Laurel LN   #50	SLO
6.51	SFR	D	2	1	1301	1.301	1966	66.351	-0.519470871	0.458422878	-0.238137332	1482	0.03	N	N	1208	Manzanita WY  	SLO
7.1	SFR	D	3	1	1174	1.174	1961	65.744	-0.730360637	0.651918589	-0.476135676	9044	0.21	Y	N	2276	Augusta ST  	SLO
8.3	SFR	D	4	3	2200	2.2	2003	30.8	0.973362986	-0.973445382	-0.947515704	6875	0.16	Y	N	695	Cerro Romauldo AV  	SLO
10.81	SFR	D	3	2	1794	1.794	1951	118.404	0.299179954	1.03891001	0.310821049	6523	0.15	Y	N	1848	Spooner DR  	SLO
5.49	SFR	D	2	1	1416	1.416	1990	38.232	-0.328507696	-0.470356534	0.154515741	8250	0.19	Y		1750	Conejo AV  	SLO
7.39	SFR	D	3	2	1953	1.953	1976	80.073	0.563207299	0.071431456	0.040230718	5000	0.11	Y	N	684	Stoneridge DR  	SLO
6.86	SFR	D	2	1	1490	1.49	1953	95.36	-0.205627045	0.961511726	-0.197712815	7650	0.18	Y		1658	Royal WY  	SLO
7	SFR	D	3	1	1219	1.219	1957	73.14	-0.655635916	0.806715157	-0.528911431	10100	0.23	Y	N	1890	Hope ST  	SLO
7.8	SFR	D	4	3	2290	2.29	1997	45.8	1.122812427	-0.741250529	-0.832285305	10584	0.24	Y		234	Ferrini RD  	SLO
12.6	SFR	D	4	4	3407	3.407	2005	40.884	2.97764604	-1.050843666	-3.129040481	6469	0.15	Y	N	1255	Ironbark ST  	SLO
4.79	TWNHS	A	2	2	1473	1.473	1988	42.717	-0.233856384	-0.39295825	0.091895795	11957	0.27	Y	N	1074	Isabella WY  	SLO
3.17	CONDO	A	2	1	900	0.9	1963	48.6	-1.185351156	0.574520304	-0.681008307	1987	0.05	Y	N	255	Via San Blas   	SLO
4.93	CONDO	A	3	2	1550	1.55	1982	54.25	-0.105994085	-0.160763397	0.017039969	900	0.02	Y	N	1261	Southwood DR   #5	SLO
5.55	TWNHS	A	3	2	1536	1.536	1995	33.792	-0.129241776	-0.663852245	0.085797443	1550	0.04	Y	N	1106	Oceanaire DR   #5	SLO
5.98	CONDO	A	3	3	1759	1.759	1990	47.493	0.241060727	-0.470356534	-0.113384488	1695	0.04	N	N	1268	Manzanita WY  	SLO
6.1	SFR	D	4	2	1535	1.535	1953	98.24	-0.130902325	0.961511726	-0.12586412	1760	0.04	Y		1085	Pauline WY  	SLO
6.42	SFR	D	3	1	1330	1.33	1960	75.81	-0.47131494	0.690617731	-0.325498454	11000	0.25	Y		64	La Entrada AV  	SLO
10.8	SFR	D	3	2	2587	2.587	1986	80.197	1.615995581	-0.315559965	-0.509943509	6221	0.14	Y		1840	Hope ST  	SLO
11.9	SFR	D	3	2	2338	2.338	2003	32.732	1.202518795	-0.973445382	-1.170586368	6600	0.15	Y	N	953	San Adriano CT  	SLO
6.5	SFR	A	3	3	2324	2.324	1978	90.636	1.179271104	-0.005966828	-0.007036508	11477	0.26	Y		2475	Ladera CT  	SLO
11.49	SFR	D	5	3	2578	2.578	1941	195.928	1.601050637	1.425901432	2.282940395	10000	0.23	Y	N	1745	Jalisco CT  	SLO
5.9	SFR	D	5	2	1749	1.749	1963	94.446	0.224455234	0.574520304	0.128954089	7500	0.17	Y	N	470	Pismo ST  	SLO
2.7	CONDO	A	1	1	600	0.6	1985	19.2	-1.683515958	-0.276860823	0.466099614	7500	0.17	Y	N	1463	Oceanaire DR  	SLO
4.19	CONDO	A	2	1	1256	1.256	1980	46.472	-0.594195591	-0.083365112	0.049535182	549	0.01	Y	N		Foothill BL   #3	SLO
4.9	CONDO	A	2	2	1218	1.218	1986	37.758	-0.657296466	-0.315559965	0.20741645	1255	0.03			2250	King CT   #39	SLO
5.48	TWNHS	A	3	2	1462	1.462	2015	2.924	-0.252122427	-1.437835088	0.362510472	1218	0.03	Y	N		Foothill BL   #6	SLO
5.63	SFR	D	4	2	1814	1.814	1963	97.956	0.332390941	0.574520304	0.190965345	1391	0.03	Y		863	Humbert AV  	SLO
6.32	SFR	D	3	1	1313	1.313	1950	87.971	-0.499544278	1.077609152	-0.538313486	7590	0.17	Y		1637	Crestview CR  	SLO
8.3	SFR	D	4	2	2185	2.185	1999	39.33	0.948454746	-0.818648813	-0.776451352	6350	0.15	Y	N	1268	Sydney ST  	SLO
4.32	CONDO	A	2	1	1038	1.038	1985	33.216	-0.956195347	-0.276860823	0.264733031	7000	0.16	Y	N	1336	Sweet Bay LN  	SLO
7.6	SFR	D	3	2	1733	1.733	1998	32.927	0.197886444	-0.779949671	-0.154341467	1038	0.02	Y		2220	Exposition DR   #55	SLO
10.79	SFR	D	4	2	2681	2.681	1999	48.258	1.772087219	-0.818648813	-1.450717099	5688	0.13	Y		492	Stoneridge DR  	SLO
3.17	CONDO	A	2	1	900	0.9	1963	48.6	-1.185351156	0.574520304	-0.681008307	10178	0.23	Y	N	1140	Bishop ST  	SLO
5.35	CONDO	A	3	2	1659	1.659	2007	16.59	0.075005793	-1.128241951	-0.084624682	900	0.02	N	N	1267	Southwood DR  	SLO
9.9	SFR	D	2	1	1549	1.549	1940	119.273	-0.107654634	1.464600574	-0.157671039	3485	0.08	Y	N	3591	Sacramento    #57	SLO
3.35	CONDO	A	2	2	966	0.966	1987	28.98	-1.0757549	-0.354259107	0.381095971	5000	0.11	Y		453	Chorro ST  	SLO
3.5	CONDO	A	2	1	1190	1.19	1982	41.65	-0.703791847	-0.160763397	0.113143968	966	0.02	Y	N	1029	Southwood DR   #R	SLO
3.85	SFR	D	2	2	1138	1.138	1966	58.038	-0.790140413	0.458422878	-0.362218442	1190	0.03	Y	N	3335	Broad ST   #3	SLO
4.38	CONDO	A	2	2	1073	1.073	1984	35.409	-0.89807612	-0.238161681	0.213887318	1126	0.03	Y	N	1190	Oceanaire DR  	SLO
4.57	CONDO	A	2	1	1126	1.126	1985	36.032	-0.810067005	-0.276860823	0.224275818	1073	0.02	Y	N	1260	Ella ST   #5	SLO
4.65	CONDO	A	2	1	1050	1.05	1985	33.6	-0.936268755	-0.276860823	0.259216138	1126	0.03	Y	N	2220	Exposition DR   #67	SLO
6.1	SFR	D	3	1	1050	1.05	1959	60.9	-0.936268755	0.729316873	-0.682836601	1050	0.02	Y		25	Stenner ST   #J	SLO
8.45	SFR	D	3	2	1574	1.574	1957	94.44	-0.066140901	0.806715157	-0.053356867	6100	0.14	N	N	14	Elm CT  	SLO
9	SFR	D	3	2	1742	1.742	1990	47.034	0.212831388	-0.470356534	-0.100106634	7000	0.16	Y	N	1702	Viewmont ST  	SLO
10.4	SFR	D	4	3	2710	2.71	1998	51.49	1.82024315	-0.779949671	-1.419698046	6834	0.16	N	N	6018	Pebble Beach WY  	SLO
6.1	SFR	D	2	0	832	0.832	1922	79.04	-1.298268511	2.161185132	-2.805798604	9360	0.21	Y		4320	Larkspur ST  	SLO
7	SFR	A	3	1	1250	1.25	1905	140	-0.604158887	2.819070549	-1.703166525	5000	0.11	Y	N	1612	Mill ST  	SLO
7.25	SFR	D	3	2	1872	1.872	1960	106.704	0.428702803	0.690617731	0.296069757	5375	0.12	Y	N	2085	Story ST  	SLO
6.9	SFR	D	3	2	1204	1.204	1900	140.868	-0.680544157	3.01256626	-2.050184366	5000	0.11	Y	N	2747	Augusta ST  	SLO
4.45	SFR	A	3	2	1614	1.614	2006	17.754	0.000281073	-1.089542808	-0.000306241	3798	0.09	Y	N	1533	Osos ST  	SLO
5.62	SFR	D	3	1	980	0.98	1953	62.72	-1.052507209	0.961511726	-1.011998023	1372	0.03	Y	N	623	Paseo Bella Montana    #A	SLO
6.35	SFR	D	4	1	1400	1.4	1953	89.6	-0.355076486	0.961511726	-0.341410205	7930	0.18	Y		255	Cerro Romauldo AV  	SLO
6.39	SFR	D	2	1	795	0.795	1952	51.675	-1.359708837	1.000210868	-1.359995556	6078	0.14	Y		156	Del Norte WY  	SLO
6.54	SFR	D	3	3	1785	1.785	1961	99.96	0.28423501	0.651918589	0.185298087	6000	0.14	Y		284	Cerro Romauldo AV  	SLO
6.69	SFR	D	4	2	1573	1.573	1961	88.088	-0.06780145	0.651918589	-0.044201026	6000	0.14	Y		1757	Oceanaire CT  	SLO
11.47	SFR	D	4	2	2316	2.316	1958	136.644	1.16598671	0.768016015	0.895496467	7333	0.17	Y		1383	Woodside DR  	SLO
5.54	CONDO	D	3	3	1583	1.583	2005	18.996	-0.051195957	-1.050843666	0.053798947	11250	0.26	Y	N	120	Serrano Heights DR  	SLO
7.8	SFR	D	4	2	2101	2.101	2000	35.717	0.808968602	-0.857347955	-0.693567577	1597	0.04	Y	N	1144	Walnut ST   #14	SLO
6.35	SFR	D	3	2	1536	1.536	1956	93.696	-0.129241776	0.845414299	-0.109262845	4839	0.11	Y	N	546	Bluerock CT  	SLO
9.95	SFR	D	4	2	2561	2.561	1976	105.001	1.572821298	0.071431456	0.112348916	6884	0.16	Y		2851	Johnson AV  	SLO
7.95	SFR	D	4	3	2060	2.06	1996	43.26	0.740886079	-0.702551387	-0.520510542	10732	0.25	Y	N	1687	El Cerrito CT  	SLO
3.17	CONDO	A	2	1	892	0.892	1987	26.76	-1.198635551	-0.354259107	0.42462756	6422	0.15	Y		1249	Sumac CT  	SLO
5.4	CONDO	A	2	2	1311	1.311	1996	27.531	-0.502865377	-0.702551387	0.353288768	892	0.02	Y	N	1043	Southwood DR   #H	SLO
5.48	SFR	D	3	1	966	0.966	1961	54.096	-1.0757549	0.651918589	-0.701304616	1616	0.04	Y		1273	Manzanita WY  	SLO
5.9	SFR	D	3	1	1201	1.201	1953	76.864	-0.685525805	0.961511726	-0.6591411	4539	0.1	Y		254	South ST  	SLO
9	SFR	D	3	1	1778	1.778	1953	113.792	0.272611165	0.961511726	0.262118832	6564	0.15	Y	N	389	Jeffrey DR  	SLO
12.5	SFR	A	5	3	4465	4.465	2002	66.975	4.734507242	-0.93474624	-4.425562842	6805	0.16	Y	N	1541	Slack ST  	SLO
4.29	CONDO	A	2	2	1200	1.2	2007	12	-0.687186354	-1.128241951	0.775312472	17585	0.4	N	N	190	Country Club DR  	SLO
6	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	1200	0.03	Y	N	3591	Sacramento DR   #212	SLO
6.26	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	Y		793	Bay Leaf   	SLO
6.27	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	N	N	3254	Fennel   	SLO
6.29	CONDO	A	3	3	1865	1.865	2017	0	0.417078957	-1.515233372	-0.631971954	752	0.02	Y	N	3242	Fennel   	SLO
6.43	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	Y		787	Peppermint   	SLO
8.1	SFR	D	3	2	1946	1.946	1993	46.704	0.551583454	-0.58645396	-0.323478301	752	0.02	Y	N	791	Peppermint   	SLO
8.5	SFR	D	3	2	1603	1.603	1943	118.622	-0.01798497	1.348503147	-0.024252789	7161	0.16	Y	N	1169	Rosemary CT  	SLO
3.63	TWNHS	A	3	2	1456	1.456	2003	20.384	-0.262085723	-0.973445382	0.255126137	7500	0.17	Y	N	670	Woodbridge ST  	SLO
5.3	SFR	A	2	1	784	0.784	1969	37.632	-1.377974879	0.342325451	-0.471715872	3500	0.08	Y	N	1680	Foreman CT  	SLO
7.1	SFR	D	3	2	1140	1.14	1958	67.26	-0.786819314	0.768016015	-0.604289834	4840	0.11	Y	N	556	Hathway AV  	SLO
6.2	CONDO	A	3	3	1834	1.834	2016	1.834	0.365601928	-1.47653423	-0.539823761	7623	0.18	Y	N	505	Cuesta DR  	SLO
6.33	SFR	D	2	1	800	0.8	1940	61.6	-1.35140609	1.464600574	-1.979270135	0.02		Y	N	863	Coriander   	SLO
6.39	SFR	D	3	1	1550	1.55	1956	94.55	-0.105994085	0.845414299	-0.089608915	5300	0.12	N	N	653	Caudill ST  	SLO
7.25	SFR	D	3	2	1834	1.834	2003	25.676	0.365601928	-0.973445382	-0.355893508	6900	0.16	Y	N	259	Ramona DR  	SLO
8.45	SFR	D	4	2	2374	2.374	1953	151.936	1.262298572	0.961511726	1.213714878	6076	0.14	Y		1719	Welsh CT  	SLO
3.51	CONDO	A	2	1	1001	1.001	1973	44.044	-1.017635673	0.187528883	-0.190836081	9000	0.21	Y	N	399	Jaycee DR  	SLO
5	SFR	D	2	1	1017	1.017	1880	139.329	-0.991066883	3.786549103	-3.752723417	1001	0.02	Y	N	1750	Prefumo Canyon RD   #67	SLO
5.5	SFR	D	2	2	1102	1.102	1900	128.934	-0.849920189	3.01256626	-2.560440885	6708	0.15			796	Caudill   	SLO
6.41	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	3200	0.07	Y	N	67	South ST  	SLO
6.25	SFR	D	3	1	2000	2	1975	84	0.641253118	0.110130598	0.07062159	752	0.02	Y		3215	Fennel   	SLO
6.8	SFR	D	3	3	1754	1.754	1963	94.716	0.232757981	0.574520304	0.133724186	7485	0.17	Y	N	1650	Descanso ST  	SLO
6.38	CONDO	A	3	3	1865	1.865	2017	0	0.417078957	-1.515233372	-0.631971954	6000	0.14	Y		1485	Oceanaire DR  	SLO
8.35	SFR	D	3	2	1956	1.956	1990	52.812	0.568188947	-0.470356534	-0.267251384	752	0.02	Y	N	3219	Fennel   	SLO
9.1	SFR	D	4	3	2710	2.71	1998	51.49	1.82024315	-0.779949671	-1.419698046	7173	0.16	Y	N	1147	Wisteria LN  	SLO
6.1	CONDO	A	2	3	1467	1.467	2010	10.269	-0.24381968	-1.244339377	0.303394429	7549	0.17	Y		983	Goldenrod LN  	SLO
7.13	SFR	D	3	2	1361	1.361	1958	80.299	-0.41983791	0.768016015	-0.322442239	1467	0.03	Y	N	233	Chorro ST   #4	SLO
8	SFR	D	2	2	1685	1.685	1989	47.18	0.118180076	-0.431657392	-0.051013303	6660	0.15	Y	N	513	Cuesta DR  	SLO
10.99	SFR	D	4	3	2230	2.23	1959	129.34	1.023179467	0.729316873	0.746222049	6941	0.16	Y	N	1314	Miraleste DR  	SLO
12.1	SFR	D	5	3	2536	2.536	1977	101.44	1.531307565	0.032732314	0.05012324	6000	0.14	Y	N	376	Buena Vista AV  	SLO
6.35	SFR	D	3	2	1247	1.247	1971	57.362	-0.609140535	0.264927167	-0.161377876	48787	1.12	Y	N	4990	Hacienda AV  	SLO
6.6	SFR	D	4	1	1686	1.686	1961	94.416	0.119840625	0.651918589	0.078126331	6000	0.14	Y		3167	Rose AV  	SLO
12.12	CONDO	A	3	2	1690	1.69	2017	0	0.126482823	-1.515233372	-0.191650994	6100	0.14	N	N	1148	Atascadero ST  	SLO
13.49	SFR	D	3	2	2871	2.871	1988	83.259	2.087591594	-0.39295825	-0.820336339	1690	0.04	Y	N	1328	Morro ST   #120	SLO
4.93	CONDO	A	2	2	1238	1.238	1986	38.378	-0.624085479	-0.315559965	0.196936392	11000	0.25	N	N	5824	Pebble Beach WY  	SLO
8.35	SFR	D	2	0	2294	2.294	1990	61.938	1.129454624	-0.470356534	-0.531246362	1238	0.03	N	N		Foothill BL   #35	SLO
4.95	CONDO	D	2	3	1491	1.491	1999	26.838	-0.203966496	-0.818648813	0.16697693	7250	0.17	Y		848	Venable ST  	SLO
6.8	SFR	D	4	1	1657	1.657	1959	96.106	0.071684695	0.729316873	0.052280858	1491	0.03	Y	N	3432	Bullock LN   #1	SLO
5.39	CONDO	A	2	2	1305	1.305	2017	0	-0.512828673	-1.515233372	0.777055119	8181	0.19	Y		548	Couper DR  	SLO
5.42	CONDO	A	2	2	1305	1.305	2017	0	-0.512828673	-1.515233372	0.777055119	536	0.01	Y	N	3272	Fennel   	SLO
5.45	SFR	D	3	1	1040	1.04	1963	56.16	-0.952874248	0.574520304	-0.547445603	536	0.01			3276	Fennel   	SLO
5.09	CONDO	A	2	2	1396	1.396	1994	32.108	-0.361718683	-0.625153103	0.226129557	7100	0.16	N	N	1833	Sola CT  	SLO
4.59	SFR	A	2	2	1025	1.025	1985	32.8	-0.977782488	-0.276860823	0.270709664	1394	0.03	Y	N	2909	Garibaldi AV  	SLO
5.03	SFR	D	2	1	960	0.96	1934	79.68	-1.085718196	1.696795427	-1.84224167	1025	0.02	Y		35	Stenner ST   #I	SLO
5.65	CONDO	A	2	2	1537	1.537	1995	33.814	-0.127581226	-0.663852245	0.084695083	7499	0.17	Y	N	481	Lawrence DR  	SLO
6.05	CONDO	A	3	3	1756	1.756	1989	49.168	0.236079079	-0.431657392	-0.101905279	1730	0.04	Y		1292	Chaparral CR  	SLO
6.62	SFR	D	3	2	1350	1.35	1958	79.65	-0.438103953	0.768016015	-0.336470852	1756	0.04	Y		1033	Trevor WY   #33	SLO
5.62	CONDO	D	2	2	1247	1.247	1986	38.657	-0.609140535	-0.315559965	0.192220366	7425	0.17	Y	N	1231	San Mateo DR  	SLO
8.99	SFR	D	5	3	2382	2.382	2001	38.112	1.275582966	-0.896047098	-1.142982414	1247	0.03	Y	N	4038	Poinsettia ST   #12	SLO
4.99	CONDO	A	2	2	1305	1.305	2016	1.305	-0.512828673	-1.47653423	0.75720909	7221	0.17	Y		928	Goldenrod LN  	SLO
5.06	SFR	D	3	2	1293	1.293	1976	53.013	-0.532755265	0.071431456	-0.038055484	522.72	0.01	Y	N	948	Bay Leaf DR  	SLO
5.79	SFR	D	3	2	1227	1.227	1961	68.712	-0.642351522	0.651918589	-0.418760898	3600	0.08	Y	N	58	Los Palos DR  	SLO
6.15	SFR	A	2	1	1028	1.028	1935	84.296	-0.97280084	1.658096284	-1.612997458	9900	0.23	Y		1836	Oceanaire DR  	SLO
7.4	SFR	D	3	2	1510	1.51	1955	93.62	-0.172416058	0.884113441	-0.152435354	5250	0.12	Y	N	537	Hathway AV  	SLO
3.22	CONDO	A	2	1	900	0.9	1963	48.6	-1.185351156	0.574520304	-0.681008307	5428	0.12	Y	N	51	Chorro ST  	SLO
4.2	SFR	D	1	1	734	0.734	1931	63.124	-1.461002346	1.812892853	-2.648640711	900	0.02	N		1145	Laurel LN   #48	SLO
4.31	SFR	D	3	2	1293	1.293	1900	151.281	-0.532755265	3.01256626	-1.604960536	6999	0.16	Y	N	664	Woodbridge ST  	SLO
6.5	SFR	D	4	2	1684	1.684	1997	33.68	0.116519527	-0.741250529	-0.086370161	6000	0.14	Y		2954	Rockview PL  	SLO
15.2	SFR	D	4	2	3586	3.586	1995	78.892	3.274884372	-0.663852245	-2.174039341	4645	0.11	Y		1196	Lexington CT  	SLO
4.2	CONDO	A	2	2	918	0.918	1975	38.556	-1.155461268	0.110130598	-0.127251641	11200	0.26	Y	N	757	Greystone PL  	SLO
6.75	SFR	D	3	2	1204	1.204	1961	67.424	-0.680544157	0.651918589	-0.443659386	919	0.02	Y		570	Peach    #2	SLO
3.47	CONDO	A	2	1	860	0.86	1973	37.84	-1.25177313	0.187528883	-0.234743616	9300	0.21	Y	N	1509	Southwood DR  	SLO
7	SFR	D	4	2	1500	1.5	1960	85.5	-0.189021552	0.690617731	-0.130541635	860	0.02	Y	N	1750	Prefumo Canyon RD   #48	SLO
4.11	CONDO	A	2	1	1038	1.038	1985	33.216	-0.956195347	-0.276860823	0.264733031	7325	0.17	Y		473	Sandercock ST  	SLO
7.55	SFR	D	3	2	1741	1.741	1974	74.863	0.211170839	0.148829741	0.031428501	1038	0.02	Y		2220	Exposition DR   #49	SLO
5.51	SFR	D	3	2	1064	1.064	1935	87.248	-0.913021064	1.658096284	-1.513876834	9165	0.21	Y	N	1963	Partridge DR  	SLO
5.57	SFR	D	3	1	1213	1.213	1963	65.502	-0.665599212	0.574520304	-0.382400262	4750	0.11	Y	N	862	Toro ST  	SLO
6.55	CONDO	A	4	3	2150	2.15	2017	0	0.890335519	-1.515233372	-1.349066091	12200	0.28	Y		1214	Coral ST  	SLO
3.34	CONDO	A	2	1	850	0.85	1973	37.4	-1.268378623	0.187528883	-0.237857626	840	0.02	Y		3268	Fennel   	SLO
4.72	CONDO	A	2	2	1369	1.369	1982	47.915	-0.406553515	-0.160763397	0.065358924	850	0.02	Y		1750	Prefumo Canyon    #41	SLO
5.36	SFR	D	4	2	1380	1.38	1961	77.28	-0.388287473	0.651918589	-0.253131821	1369	0.03	Y		1106	Oceanaire DR   #20	SLO
6.15	SFR	D	4	1	1048	1.048	1951	69.168	-0.939589854	1.03891001	-0.976149305	6000	0.14	Y	N	1186	Madonna RD  	SLO
6.65	CONDO	A	4	3	2150	2.15	2017	0	0.890335519	-1.515233372	-1.349066091	5000	0.11		N	250	Grand AV  	SLO
6.89	SFR	D	3	1	1003	1.003	1950	67.201	-1.014314574	1.077609152	-1.093034668	840	0.02	Y	N	3260	Fennel   	SLO
6.8	SFR	D	3	2	1650	1.65	1956	100.65	0.060060849	0.845414299	0.050776301	7653	0.18	Y	N	167	San Jose CT  	SLO
8.2	SFR	D	4	2	2478	2.478	1976	101.598	1.434995703	0.071431456	0.102503833	8177	0.19	Y			Foothill BL  	SLO
8.36	SFR	D	4	2	1962	1.962	1968	96.138	0.578152243	0.381024593	0.220290223	13500	0.31	Y	N	1640	El Cerrito CT  	SLO
4.2	CONDO	A	2	1	1025	1.025	1985	32.8	-0.977782488	-0.276860823	0.270709664	9991	0.23	Y	N	2063	Sierra WY  	SLO
6.43	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	1026	0.02			2230	Exposition DR   #39	SLO
15.15	SFR	D	4	2	2948	2.948	1957	176.88	2.215453893	0.806715157	1.787240235	752	0.02	Y	N	3207	Fennel   	SLO
20.65	SFR	D	3	3	3236	3.236	2017	0	2.693692103	-1.515233372	-4.081572168	67518	1.55	Y	N	163	Serrano Heights DR  	SLO
3.3	CONDO	A	2	1	892	0.892	1987	26.76	-1.198635551	-0.354259107	0.42462756	2200	0.05	Y	N	1142	Marsh ST  	SLO
6.39	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	892	0.02			1041	Southwood DR   #D	SLO
7.5	SFR	D	3	2	1746	1.746	2015	3.492	0.219473586	-1.437835088	-0.315566823	752	0.02	Y	N	3264	Fennel   	SLO
9.49	SFR	D	5	3	2382	2.382	2002	35.73	1.275582966	-0.93474624	-1.192346381	5638	0.13	Y	N	3181	Daisy LN  	SLO
8.2	SFR	D	5	3	2590	2.59	2003	36.26	1.620977229	-0.973445382	-1.577932798	6804	0.16	Y	N	911	Ambrosia LN  	SLO
6.05	SFR	D	3	2	1551	1.551	1985	49.632	-0.104333535	-0.276860823	0.028885868	5976	0.14	Y		966	Fuller RD  	SLO
6.24	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	6944	0.16	Y		3252	Johnson AV  	SLO
7.72	SFR	D	4	2	2287	2.287	1986	70.897	1.117830779	-0.315559965	-0.352742642	752	0.02	Y		3214	Fennel   	SLO
21.85	SFR	D	4	4	4438	4.438	2001	71.008	4.68967241	-0.896047098	-4.202167352	7000	0.16	Y	N	2413	Cumbre CT  	SLO
6.68	SFR	D	3	1	1116	1.116	1950	74.772	-0.826672498	1.077609152	-0.89082985	168142	3.86	Y		6355	Mira Cielo   	SLO
12.25	SFR	D	4	3	2984	2.984	1988	86.536	2.275233669	-0.39295825	-0.89407184	8100	0.19	Y	N	2071	Hope ST  	SLO
5.5	CONDO	A	2	2	1305	1.305	2017	0	-0.512828673	-1.515233372	0.777055119	6900	0.16	Y	N	2439	Cima CT  	SLO
6.25	CONDO	A	2	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	536	0.01	Y	N	3265	Lavender   	SLO
6.42	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	Y	N	824	Coriander   	SLO
6.71	CONDO	A	4	3	2150	2.15	2017	0	0.890335519	-1.515233372	-1.349066091	752	0.02	Y	N	814	Coriander   	SLO
7.1	SFR	D	3	2	1762	1.762	1985	56.384	0.246042375	-0.276860823	-0.068119494	840	0.02	Y		820	Coriander   	SLO
4.5	CONDO	A	2	2	1025	1.025	1985	32.8	-0.977782488	-0.276860823	0.270709664	6000	0.14	N	N	414	Woodbridge ST  	SLO
4.95	CONDO	A	3	2	1768	1.768	1982	61.88	0.256005671	-0.160763397	-0.041156341	1025	0.02	Y	N	35	Stenner ST   #D	SLO
5.97	SFR	D	4	2	1742	1.742	1976	71.422	0.212831388	0.071431456	0.015202856	1768	0.04	Y		1106	Oceanaire DR   #48	SLO
6.59	SFR	D	4	2	1444	1.444	1972	64.98	-0.282012315	0.226228025	-0.063799089	4050	0.09	Y	N	29	Los Palos DR  	SLO
7.95	SFR	D	4	1	1773	1.773	1955	109.926	0.264308418	0.884113441	0.233678625	5700	0.13	Y	N	1035	San Adriano ST  	SLO
8.6	SFR	D	3	3	2310	2.31	1982	80.85	1.156023414	-0.160763397	-0.185846251	7912	0.18	Y	N	255	Chaplin LN  	SLO
4.89	CONDO	A	3	1	1516	1.516	1979	57.608	-0.162452762	-0.04466597	0.00725611	9502	0.22	Y		1396	Rubio LN  	SLO
6.39	SFR	D	3	2	1138	1.138	1960	64.866	-0.790140413	0.690617731	-0.545684979	1516	0.03	Y	N	1360	Laurel LN   #8	SLO
5.99	SFR	D	3	2	1463	1.463	1963	79.002	-0.250461877	0.574520304	-0.143895434	6300	0.14	Y	N	3638	Lawnwood CT  	SLO
6.24	SFR	D	3	1	1116	1.116	1963	60.264	-0.826672498	0.574520304	-0.474940135	5500	0.13	Y	N	1153	Coral ST  	SLO
6.28	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	6000	0.14	Y	N	1526	Gulf ST  	SLO
21.09	SFR	D	3	3	3276	3.276	2017	0	2.760114076	-1.515233372	-4.182216959	752	0.02	Y		3218	Fennel   	SLO
3.38	CONDO	A	2	2	966	0.966	1987	28.98	-1.0757549	-0.354259107	0.381095971	2200	0.05	Y	N	1146	Marsh ST   #6	SLO
3.6	CONDO	A	2	2	1047	1.047	1987	31.41	-0.941250403	-0.354259107	0.333446528	966	0.02	Y	N	1027	Southwood DR   #G	SLO
5.4	CONDO	A	2	2	1311	1.311	1997	26.22	-0.502865377	-0.741250529	0.372749227	1047	0.02	N	N	1033	Southwood DR   #S	SLO
