wage	exper	race	smsa_ind	region	education	wage/100
525.429993	43	nonblack	1	NE	belowCollege	5.25429993
807.219971	26	nonblack	1	NE	belowCollege	8.07219971
498.579987	45	nonblack	1	NE	belowCollege	4.98579987
712.25	51	nonblack	1	NE	belowCollege	7.1225
664.77002	26	nonblack	1	NE	belowCollege	6.6477002
326.920013	24	nonblack	1	NE	belowCollege	3.26920013
569.799988	8	nonblack	1	NE	belowCollege	5.69799988
1424.5	20	nonblack	1	NE	belowCollege	14.245
641.030029	14	nonblack	1	NE	belowCollege	6.41030029
949.669983	21	nonblack	1	NE	belowCollege	9.49669983
662.609985	20	nonblack	1	NE	belowCollege	6.62609985
581.669983	13	nonblack	1	NE	belowCollege	5.81669983
266.619995	17	nonblack	1	NE	beyondCollege	2.66619995
427.350006	9	nonblack	1	NE	belowCollege	4.27350006
949.669983	26	nonblack	1	NE	belowCollege	9.49669983
316.049988	9	nonblack	1	NE	belowCollege	3.16049988
1118.64002	40	nonblack	1	NE	belowCollege	11.1864002
498.579987	13	nonblack	1	NE	belowCollege	4.98579987
282.920013	9	nonblack	1	NE	belowCollege	2.82920013
522.320007	9	nonblack	1	NE	belowCollege	5.22320007
207.479996	3	nonblack	1	NE	belowCollege	2.07479996
830.960022	29	nonblack	1	NE	belowCollege	8.30960022
702.75	15	nonblack	1	NE	beyondCollege	7.0275
783.479981	15	nonblack	1	NE	beyondCollege	7.83479981
135.330002	17	nonblack	1	NE	beyondCollege	1.35330002
623.150024	29	nonblack	1	NE	beyondCollege	6.23150024
866.570007	26	nonblack	1	NE	beyondCollege	8.66570007
759.729981	25	nonblack	1	NE	belowCollege	7.59729981
712.25	26	nonblack	1	NE	belowCollege	7.1225
403.609985	17	nonblack	1	NE	belowCollege	4.03609985
759.729981	31	nonblack	1	NE	belowCollege	7.59729981
688.51001	22	nonblack	1	NE	belowCollege	6.8851001
495.420013	4	nonblack	1	NE	belowCollege	4.95420013
298.059998	1	nonblack	1	NE	belowCollege	2.98059998
688.51001	15	nonblack	1	NE	belowCollege	6.8851001
474.829987	7	nonblack	1	NE	belowCollege	4.74829987
830.960022	14	nonblack	1	NE	belowCollege	8.30960022
237.419998	45	nonblack	1	NE	belowCollege	2.37419998
925.929993	37	nonblack	1	NE	beyondCollege	9.25929993
688.51001	23	nonblack	1	NE	beyondCollege	6.8851001
308.640015	15	nonblack	1	NE	belowCollege	3.08640015
1148.33997	20	nonblack	1	NE	belowCollege	11.4833997
705.469971	51	nonblack	1	NE	belowCollege	7.05469971
1028.81006	11	nonblack	1	NE	belowCollege	10.2881006
830.960022	29	nonblack	1	NE	belowCollege	8.30960022
662.390015	15	nonblack	1	NE	beyondCollege	6.62390015
498.579987	32	nonblack	1	NE	belowCollege	4.98579987
149.639999	2	nonblack	1	NE	belowCollege	1.49639999
712.25	38	nonblack	1	NE	belowCollege	7.1225
985.280029	13	nonblack	1	NE	beyondCollege	9.85280029
261.160004	39	nonblack	1	NE	belowCollege	2.61160004
586.419983	31	nonblack	1	NE	belowCollege	5.86419983
694.059998	35	nonblack	1	NE	beyondCollege	6.94059998
469.140015	47	nonblack	1	NE	belowCollege	4.69140015
403.609985	3	nonblack	1	NE	beyondCollege	4.03609985
415.480011	38	nonblack	1	NE	belowCollege	4.15480011
384.619995	31	nonblack	1	NE	belowCollege	3.84619995
261.160004	3	nonblack	1	NE	belowCollege	2.61160004
682.950012	19	nonblack	1	NE	belowCollege	6.82950012
131.690002	5	nonblack	1	NE	belowCollege	1.31690002
511.589996	34	black	1	NE	belowCollege	5.11589996
200.979996	9	nonblack	1	NE	belowCollege	2.00979996
878.440002	32	nonblack	1	NE	belowCollege	8.78440002
925.929993	49	nonblack	1	NE	belowCollege	9.25929993
427.350006	12	nonblack	1	NE	belowCollege	4.27350006
662.390015	30	nonblack	1	NE	belowCollege	6.62390015
1268.85999	26	nonblack	1	NE	belowCollege	12.6885999
426.160004	20	nonblack	1	NE	belowCollege	4.26160004
166.190002	42	nonblack	1	NE	belowCollege	1.66190002
332.380005	44	nonblack	1	NE	belowCollege	3.32380005
1640.27002	27	nonblack	1	NE	beyondCollege	16.4027002
1780.63001	16	nonblack	1	NE	beyondCollege	17.8063001
1013.77002	38	nonblack	1	NE	beyondCollege	10.1377002
360.079987	25	nonblack	1	NE	belowCollege	3.60079987
678.700012	40	nonblack	1	NE	belowCollege	6.78700012
925.929993	15	nonblack	1	NE	beyondCollege	9.25929993
1899.33997	22	nonblack	1	NE	beyondCollege	18.9933997
522.320007	13	nonblack	1	NE	belowCollege	5.22320007
462.959992	23	nonblack	1	NE	belowCollege	4.62959992
307.429993	7	nonblack	1	NE	belowCollege	3.07429993
1234.56995	16	nonblack	1	NE	beyondCollege	12.3456995
652.900024	45	black	1	NE	belowCollege	6.52900024
185.190002	11	nonblack	1	NE	belowCollege	1.85190002
902.179993	7	nonblack	1	NE	belowCollege	9.02179993
735.98999	18	black	1	NE	belowCollege	7.3598999
664.77002	20	nonblack	1	NE	belowCollege	6.6477002
437.23999	5	nonblack	1	NE	beyondCollege	4.3723999
257.200012	45	nonblack	1	NE	belowCollege	2.57200012
294.920013	3	nonblack	1	NE	belowCollege	2.94920013
85.4700012	20	nonblack	1	NE	belowCollege	0.854700012
842.830017	31	nonblack	1	NE	belowCollege	8.42830017
484.329987	11	nonblack	1	NE	belowCollege	4.84329987
1424.5	18	nonblack	1	NE	beyondCollege	14.245
522.320007	40	nonblack	1	NE	belowCollege	5.22320007
1329.53003	17	nonblack	1	NE	beyondCollege	13.2953003
878.440002	33	nonblack	1	NE	belowCollege	8.78440002
398.859985	9	nonblack	1	NE	belowCollege	3.98859985
883.710022	22	nonblack	1	NE	belowCollege	8.83710022
949.669983	23	nonblack	1	NE	belowCollege	9.49669983
1305.79004	18	nonblack	1	NE	beyondCollege	13.0579004
427.350006	20	nonblack	1	NE	belowCollege	4.27350006
830.960022	45	nonblack	1	NE	belowCollege	8.30960022
721.75	53	nonblack	1	NE	belowCollege	7.2175
293.399994	5	nonblack	1	NE	belowCollege	2.93399994
759.729981	14	nonblack	1	NE	belowCollege	7.59729981
735.98999	24	nonblack	1	NE	belowCollege	7.3598999
427.350006	43	nonblack	1	NE	belowCollege	4.27350006
593.539978	36	nonblack	1	NE	belowCollege	5.93539978
370.369995	36	nonblack	1	NE	belowCollege	3.70369995
712.25	18	nonblack	1	NE	belowCollege	7.1225
565.840027	45	nonblack	1	NE	belowCollege	5.65840027
807.219971	34	nonblack	1	NE	beyondCollege	8.07219971
415.480011	16	nonblack	1	NE	belowCollege	4.15480011
559.859985	41	nonblack	1	NE	belowCollege	5.59859985
641.979981	33	black	1	NE	belowCollege	6.41979981
399.420013	7	nonblack	1	NE	belowCollege	3.99420013
493.829987	34	nonblack	1	NE	belowCollege	4.93829987
275.399994	21	nonblack	1	NE	belowCollege	2.75399994
1044.63001	13	nonblack	1	NE	belowCollege	10.4463001
947.289978	22	nonblack	1	NE	belowCollege	9.47289978
1084.97998	25	nonblack	1	NE	beyondCollege	10.8497998
418.660004	27	nonblack	1	NE	belowCollege	4.18660004
1111.10999	31	nonblack	1	NE	beyondCollege	11.1110999
246.910004	36	nonblack	1	NE	belowCollege	2.46910004
395.059998	9	nonblack	1	NE	belowCollege	3.95059998
408.730011	4	nonblack	1	NE	belowCollege	4.08730011
925.929993	22	nonblack	1	NE	belowCollege	9.25929993
735.98999	15	nonblack	1	NE	belowCollege	7.3598999
712.25	31	nonblack	1	NE	belowCollege	7.1225
593.539978	34	nonblack	1	NE	belowCollege	5.93539978
593.539978	41	nonblack	1	NE	belowCollege	5.93539978
474.829987	12	black	1	NE	belowCollege	4.74829987
403.609985	13	nonblack	1	NE	belowCollege	4.03609985
1089.91003	16	nonblack	1	NE	belowCollege	10.8991003
617.280029	25	nonblack	1	NE	belowCollege	6.17280029
142.449997	40	nonblack	1	NE	beyondCollege	1.42449997
142.449997	7	nonblack	1	NE	beyondCollege	1.42449997
284.899994	21	nonblack	1	NE	belowCollege	2.84899994
353.98999	10	nonblack	1	NE	belowCollege	3.5398999
590.450012	19	nonblack	1	NE	belowCollege	5.90450012
546.059998	13	nonblack	1	NE	belowCollege	5.46059998
427.350006	29	nonblack	1	NE	belowCollege	4.27350006
189.929993	30	nonblack	1	NE	belowCollege	1.89929993
522.320007	30	nonblack	1	NE	belowCollege	5.22320007
326.309998	50	nonblack	1	NE	belowCollege	3.26309998
522.320007	44	nonblack	1	NE	belowCollege	5.22320007
474.829987	23	nonblack	1	NE	belowCollege	4.74829987
593.539978	8	nonblack	1	NE	beyondCollege	5.93539978
437.540009	17	nonblack	1	NE	belowCollege	4.37540009
569.799988	15	nonblack	1	NE	belowCollege	5.69799988
498.579987	17	nonblack	1	NE	belowCollege	4.98579987
593.539978	37	nonblack	1	NE	belowCollege	5.93539978
474.829987	2	nonblack	1	NE	beyondCollege	4.74829987
474.829987	20	nonblack	1	NE	belowCollege	4.74829987
241.660004	15	nonblack	1	NE	belowCollege	2.41660004
474.829987	6	nonblack	1	NE	belowCollege	4.74829987
712.25	14	nonblack	1	NE	belowCollege	7.1225
759.729981	37	nonblack	1	NE	belowCollege	7.59729981
403.609985	1	nonblack	1	NE	belowCollege	4.03609985
467.51001	32	nonblack	1	NE	belowCollege	4.6751001
249.229996	5	nonblack	1	NE	belowCollege	2.49229996
617.280029	25	nonblack	1	NE	belowCollege	6.17280029
366.049988	4	nonblack	1	NE	belowCollege	3.66049988
830.960022	15	nonblack	1	NE	belowCollege	8.30960022
593.539978	44	nonblack	1	NE	belowCollege	5.93539978
303.269989	17	nonblack	1	NE	belowCollege	3.03269989
712.25	19	nonblack	1	NE	beyondCollege	7.1225
546.059998	22	nonblack	1	NE	belowCollege	5.46059998
308.640015	34	nonblack	1	NE	belowCollege	3.08640015
160.490006	1	nonblack	1	NE	belowCollege	1.60490006
593.539978	42	nonblack	1	NE	belowCollege	5.93539978
658.440002	11	nonblack	1	NE	belowCollege	6.58440002
493.829987	13	nonblack	1	NE	belowCollege	4.93829987
617.280029	22	nonblack	1	NE	belowCollege	6.17280029
474.829987	10	nonblack	1	NE	beyondCollege	4.74829987
677.799988	35	nonblack	1	NE	belowCollege	6.77799988
370.369995	40	nonblack	1	NE	belowCollege	3.70369995
664.77002	15	nonblack	1	NE	belowCollege	6.6477002
617.280029	46	nonblack	1	NE	belowCollege	6.17280029
231.479996	1	nonblack	1	NE	belowCollege	2.31479996
522.320007	42	nonblack	1	NE	belowCollege	5.22320007
629.150024	27	nonblack	1	NE	belowCollege	6.29150024
296.299988	3	nonblack	1	NE	belowCollege	2.96299988
547.140015	17	nonblack	1	NE	belowCollege	5.47140015
633	45	nonblack	1	NE	belowCollege	6.33
973.409973	43	nonblack	1	NE	belowCollege	9.73409973
712.25	15	nonblack	1	NE	belowCollege	7.1225
205.759995	17	nonblack	1	NE	belowCollege	2.05759995
246.910004	11	nonblack	1	NE	belowCollege	2.46910004
237.419998	9	nonblack	1	NE	belowCollege	2.37419998
410.730011	14	nonblack	1	NE	belowCollege	4.10730011
522.320007	13	nonblack	1	NE	belowCollege	5.22320007
185.190002	47	nonblack	1	NE	belowCollege	1.85190002
379.869995	29	nonblack	1	NE	belowCollege	3.79869995
237.419998	24	nonblack	1	NE	belowCollege	2.37419998
712.25	51	nonblack	1	NE	belowCollege	7.1225
2374.1499	25	nonblack	1	NE	beyondCollege	23.741499
735.98999	15	nonblack	1	NE	belowCollege	7.3598999
593.539978	31	nonblack	1	NE	belowCollege	5.93539978
427.350006	23	nonblack	1	NE	belowCollege	4.27350006
653.130005	26	nonblack	1	NE	belowCollege	6.53130005
949.669983	22	nonblack	1	NE	belowCollege	9.49669983
522.320007	46	nonblack	1	NE	belowCollege	5.22320007
1056.51001	36	nonblack	1	NE	belowCollege	10.5651001
1320.30005	47	nonblack	1	NE	belowCollege	13.2030005
973.409973	11	nonblack	1	NE	beyondCollege	9.73409973
871.460022	11	nonblack	1	NE	belowCollege	8.71460022
691.359985	26	nonblack	1	NE	belowCollege	6.91359985
403.609985	44	nonblack	1	NE	belowCollege	4.03609985
565.840027	12	nonblack	1	NE	belowCollege	5.65840027
509.929993	3	nonblack	1	NE	belowCollege	5.09929993
1187.07996	10	nonblack	1	NE	beyondCollege	11.8707996
368.299988	3	nonblack	1	NE	belowCollege	3.68299988
462.959992	33	nonblack	1	NE	belowCollege	4.62959992
213.679993	41	nonblack	1	NE	beyondCollege	2.13679993
166.190002	33	nonblack	1	NE	beyondCollege	1.66190002
185.190002	25	nonblack	1	NE	beyondCollege	1.85190002
104.459999	16	nonblack	1	NE	beyondCollege	1.04459999
1424.5	33	nonblack	1	NE	belowCollege	14.245
676.640015	27	nonblack	1	NE	belowCollege	6.76640015
617.280029	6	nonblack	1	NE	belowCollege	6.17280029
641.030029	21	nonblack	1	NE	belowCollege	6.41030029
759.729981	19	nonblack	1	NE	belowCollege	7.59729981
949.669983	18	nonblack	1	NE	belowCollege	9.49669983
231.479996	33	nonblack	1	NE	belowCollege	2.31479996
522.320007	26	nonblack	1	NE	belowCollege	5.22320007
593.539978	43	nonblack	1	NE	belowCollege	5.93539978
498.579987	33	nonblack	1	NE	belowCollege	4.98579987
1068.38001	30	nonblack	1	NE	beyondCollege	10.6838001
1857.55005	21	nonblack	1	NE	beyondCollege	18.5755005
474.829987	5	nonblack	1	NE	belowCollege	4.74829987
569.799988	33	nonblack	1	NE	belowCollege	5.69799988
347.820007	16	nonblack	1	NE	belowCollege	3.47820007
308.640015	10	nonblack	1	NE	belowCollege	3.08640015
957.419983	34	nonblack	1	NE	belowCollege	9.57419983
209.639999	2	nonblack	1	NE	belowCollege	2.09639999
617.280029	35	nonblack	1	NE	belowCollege	6.17280029
264.959992	12	nonblack	1	NE	belowCollege	2.64959992
546.059998	29	nonblack	1	NE	belowCollege	5.46059998
522.320007	14	nonblack	1	NE	belowCollege	5.22320007
225.550003	7	nonblack	1	NE	belowCollege	2.25550003
830.960022	7	nonblack	1	NE	beyondCollege	8.30960022
949.669983	10	nonblack	1	NE	beyondCollege	9.49669983
712.25	30	nonblack	1	NE	belowCollege	7.1225
586.419983	18	nonblack	1	NE	beyondCollege	5.86419983
718.190002	10	nonblack	1	NE	belowCollege	7.18190002
1187.07996	10	nonblack	1	NE	beyondCollege	11.8707996
1051.32996	10	nonblack	1	NE	beyondCollege	10.5132996
751.950012	9	nonblack	1	NE	belowCollege	7.51950012
1020.89002	18	nonblack	1	NE	beyondCollege	10.2089002
852.330017	47	nonblack	1	NE	belowCollege	8.52330017
284.899994	42	black	1	NE	belowCollege	2.84899994
239.199997	1	nonblack	1	NE	belowCollege	2.39199997
668.719971	41	nonblack	1	NE	belowCollege	6.68719971
741.409973	26	nonblack	1	NE	belowCollege	7.41409973
1187.07996	8	nonblack	1	NE	beyondCollege	11.8707996
427.350006	30	nonblack	1	NE	belowCollege	4.27350006
308.640015	29	nonblack	1	NE	belowCollege	3.08640015
712.25	5	nonblack	1	NE	beyondCollege	7.1225
1377.02002	18	nonblack	1	NE	beyondCollege	13.7702002
1492.76001	30	nonblack	1	NE	belowCollege	14.9276001
345.799988	1	nonblack	1	NE	belowCollege	3.45799988
490.029999	8	nonblack	1	NE	belowCollege	4.90029999
843.190002	40	nonblack	1	NE	belowCollege	8.43190002
735.98999	30	nonblack	1	NE	beyondCollege	7.3598999
982.039978	25	nonblack	1	NE	belowCollege	9.82039978
474.829987	21	nonblack	1	NE	beyondCollege	4.74829987
444.440002	8	nonblack	1	NE	belowCollege	4.44440002
1020.89002	44	nonblack	1	NE	belowCollege	10.2089002
356.130005	13	nonblack	1	NE	belowCollege	3.56130005
308.640015	44	nonblack	1	NE	belowCollege	3.08640015
339.51001	26	nonblack	1	NE	belowCollege	3.3951001
783.479981	42	nonblack	1	NE	belowCollege	7.83479981
166.190002	3	nonblack	1	NE	belowCollege	1.66190002
645.340027	13	nonblack	1	NE	belowCollege	6.45340027
391.73999	9	nonblack	1	NE	belowCollege	3.9173999
617.280029	23	nonblack	1	NE	belowCollege	6.17280029
593.539978	30	nonblack	1	NE	beyondCollege	5.93539978
838.440002	13	nonblack	1	NE	belowCollege	8.38440002
830.960022	14	nonblack	1	NE	belowCollege	8.30960022
629.390015	10	nonblack	1	NE	belowCollege	6.29390015
417.26001	33	nonblack	0	NE	belowCollege	4.1726001
830.960022	16	nonblack	0	NE	beyondCollege	8.30960022
683.76001	9	nonblack	0	NE	belowCollege	6.8376001
498.579987	9	nonblack	0	NE	belowCollege	4.98579987
569.799988	39	nonblack	0	NE	belowCollege	5.69799988
548.909973	41	nonblack	1	NE	belowCollege	5.48909973
331.429993	4	nonblack	0	NE	belowCollege	3.31429993
593.539978	39	nonblack	0	NE	belowCollege	5.93539978
688.51001	45	nonblack	0	NE	belowCollege	6.8851001
448.339996	12	nonblack	0	NE	belowCollege	4.48339996
348.149994	24	nonblack	0	NE	belowCollege	3.48149994
235.110001	39	nonblack	0	NE	belowCollege	2.35110001
688.51001	14	nonblack	0	NE	belowCollege	6.8851001
874.48999	21	nonblack	0	NE	belowCollege	8.7448999
830.960022	39	nonblack	1	NE	belowCollege	8.30960022
498.579987	28	nonblack	0	NE	belowCollege	4.98579987
617.280029	26	nonblack	1	NE	belowCollege	6.17280029
526.640015	14	nonblack	1	NE	belowCollege	5.26640015
237.419998	3	nonblack	1	NE	belowCollege	2.37419998
1044.63001	18	nonblack	1	NE	belowCollege	10.4463001
712.25	17	nonblack	1	NE	belowCollege	7.1225
436.940002	12	nonblack	1	NE	beyondCollege	4.36940002
1187.07996	31	nonblack	1	NE	beyondCollege	11.8707996
427.640015	27	nonblack	1	NE	belowCollege	4.27640015
451.089996	21	nonblack	1	NE	belowCollege	4.51089996
118.709999	16	nonblack	1	NE	belowCollege	1.18709999
810.469971	13	nonblack	1	NE	belowCollege	8.10469971
514.549988	23	nonblack	1	NE	belowCollege	5.14549988
546.059998	12	nonblack	0	NE	belowCollege	5.46059998
82.9899979	18	nonblack	0	NE	belowCollege	0.829899979
261.160004	40	nonblack	0	NE	belowCollege	2.61160004
403.609985	11	nonblack	0	NE	belowCollege	4.03609985
498.579987	20	nonblack	1	NE	belowCollege	4.98579987
664.77002	15	nonblack	1	NE	belowCollege	6.6477002
807.219971	20	nonblack	0	NE	belowCollege	8.07219971
914.059998	26	nonblack	0	NE	belowCollege	9.14059998
482.589996	30	nonblack	0	NE	belowCollege	4.82589996
546.059998	19	nonblack	0	NE	belowCollege	5.46059998
907.880005	36	nonblack	0	NE	belowCollege	9.07880005
390.429993	14	nonblack	0	NE	belowCollege	3.90429993
522.320007	25	nonblack	0	NE	belowCollege	5.22320007
518.52002	16	nonblack	0	NE	belowCollege	5.1852002
735.98999	20	nonblack	1	NE	beyondCollege	7.3598999
641.030029	22	nonblack	0	NE	belowCollege	6.41030029
558.5	10	nonblack	1	NE	belowCollege	5.585
356.130005	4	nonblack	1	NE	belowCollege	3.56130005
807.219971	11	nonblack	0	NE	belowCollege	8.07219971
878.440002	21	nonblack	0	NE	belowCollege	8.78440002
688.51001	10	nonblack	0	NE	belowCollege	6.8851001
388.890015	16	nonblack	1	NE	belowCollege	3.88890015
664.77002	18	nonblack	1	NE	belowCollege	6.6477002
987.650024	17	nonblack	1	NE	belowCollege	9.87650024
329.220001	30	nonblack	1	NE	belowCollege	3.29220001
377.230011	7	nonblack	1	NE	belowCollege	3.77230011
94.9700012	7	nonblack	1	NE	belowCollege	0.949700012
550.809998	16	nonblack	0	NE	beyondCollege	5.50809998
392.709992	43	nonblack	0	NE	belowCollege	3.92709992
522.320007	24	black	1	NE	belowCollege	5.22320007
759.729981	31	nonblack	1	NE	belowCollege	7.59729981
299.149994	8	nonblack	1	NE	belowCollege	2.99149994
612.539978	13	nonblack	1	NE	belowCollege	6.12539978
410.730011	12	nonblack	1	NE	belowCollege	4.10730011
522.320007	7	nonblack	1	NE	belowCollege	5.22320007
771.599976	18	nonblack	1	NE	beyondCollege	7.71599976
546.059998	32	nonblack	0	NE	belowCollege	5.46059998
451.089996	45	nonblack	0	NE	belowCollege	4.51089996
144.029999	0	nonblack	1	NE	belowCollege	1.44029999
712.25	15	nonblack	1	NE	beyondCollege	7.1225
1305.79004	33	nonblack	0	NE	belowCollege	13.0579004
356.130005	6	nonblack	0	NE	belowCollege	3.56130005
712.25	27	nonblack	0	NE	belowCollege	7.1225
432.100006	12	nonblack	0	NE	belowCollege	4.32100006
451.089996	30	nonblack	0	NE	belowCollege	4.51089996
251.399994	6	nonblack	0	NE	belowCollege	2.51399994
720.159973	13	nonblack	0	NE	beyondCollege	7.20159973
332.380005	40	nonblack	0	NE	belowCollege	3.32380005
451.089996	32	nonblack	0	NE	belowCollege	4.51089996
356.130005	48	nonblack	0	NE	belowCollege	3.56130005
771.599976	15	nonblack	1	NE	beyondCollege	7.71599976
617.280029	25	nonblack	1	NE	belowCollege	6.17280029
593.539978	24	nonblack	1	NE	belowCollege	5.93539978
435.730011	5	nonblack	1	NE	belowCollege	4.35730011
712.25	29	nonblack	1	NE	belowCollege	7.1225
567.900024	38	nonblack	0	NE	belowCollege	5.67900024
1495.72998	23	nonblack	1	NE	beyondCollege	14.9572998
284.899994	10	nonblack	1	NE	belowCollege	2.84899994
902.179993	22	nonblack	0	NE	belowCollege	9.02179993
652.900024	37	nonblack	0	NE	belowCollege	6.52900024
200	7	nonblack	0	NE	belowCollege	2
650.429993	46	nonblack	0	NE	belowCollege	6.50429993
569.799988	22	nonblack	1	NE	belowCollege	5.69799988
356.130005	41	nonblack	1	NE	belowCollege	3.56130005
451.089996	26	nonblack	1	NE	belowCollege	4.51089996
262.350006	5	nonblack	1	NE	belowCollege	2.62350006
293.209992	18	nonblack	1	NE	belowCollege	2.93209992
534.979981	9	nonblack	0	NE	belowCollege	5.34979981
688.51001	19	nonblack	0	NE	belowCollege	6.8851001
244.25	6	nonblack	0	NE	belowCollege	2.4425
505.220001	25	nonblack	0	NE	belowCollege	5.05220001
1062.43994	20	nonblack	0	NE	belowCollege	10.6243994
379.869995	22	nonblack	1	NE	belowCollege	3.79869995
556.77002	28	nonblack	1	NE	belowCollege	5.5677002
474.829987	19	nonblack	1	NE	belowCollege	4.74829987
1127.72998	27	nonblack	1	NE	belowCollege	11.2772998
403.700012	23	nonblack	1	NE	belowCollege	4.03700012
481.480011	17	nonblack	1	NE	belowCollege	4.81480011
451.089996	32	nonblack	0	NE	belowCollege	4.51089996
74.0699997	0	nonblack	1	NE	belowCollege	0.740699997
355.459992	35	nonblack	1	NE	belowCollege	3.55459992
218.229996	1	nonblack	1	NE	belowCollege	2.18229996
712.25	40	nonblack	1	NE	belowCollege	7.1225
368.679993	40	nonblack	1	NE	belowCollege	3.68679993
264.720001	17	nonblack	0	NE	belowCollege	2.64720001
237.419998	34	nonblack	0	NE	belowCollege	2.37419998
729.340027	2	nonblack	0	NE	beyondCollege	7.29340027
712.25	26	nonblack	0	NE	belowCollege	7.1225
64.3000031	5	nonblack	1	NE	belowCollege	0.643000031
878.440002	18	nonblack	0	NE	beyondCollege	8.78440002
284.899994	2	nonblack	0	NE	belowCollege	2.84899994
437.700012	13	nonblack	1	NE	belowCollege	4.37700012
312.390015	11	nonblack	1	NE	belowCollege	3.12390015
356.130005	10	nonblack	1	NE	belowCollege	3.56130005
501.119995	13	nonblack	1	NE	beyondCollege	5.01119995
334.76001	13	nonblack	1	NE	belowCollege	3.3476001
441.600006	14	nonblack	1	NE	belowCollege	4.41600006
538.140015	45	nonblack	1	NE	belowCollege	5.38140015
284.899994	14	nonblack	1	NE	belowCollege	2.84899994
593.539978	46	nonblack	1	NE	belowCollege	5.93539978
712.25	19	nonblack	1	NE	belowCollege	7.1225
411.519989	39	nonblack	1	NE	belowCollege	4.11519989
332.380005	16	nonblack	0	NE	belowCollege	3.32380005
485.01001	16	nonblack	1	NE	belowCollege	4.8501001
174.110001	40	nonblack	1	NE	belowCollege	1.74110001
308.640015	10	nonblack	1	NE	belowCollege	3.08640015
498.980011	41	nonblack	0	NE	belowCollege	4.98980011
427.350006	48	nonblack	1	NE	belowCollege	4.27350006
308.640015	9	nonblack	1	NE	belowCollege	3.08640015
237.419998	17	nonblack	1	NE	belowCollege	2.37419998
712.25	30	nonblack	1	NE	beyondCollege	7.1225
641.030029	4	nonblack	1	NE	belowCollege	6.41030029
225.929993	22	nonblack	0	NE	belowCollege	2.25929993
593.539978	12	nonblack	0	NE	belowCollege	5.93539978
632.570007	23	nonblack	0	NE	belowCollege	6.32570007
451.089996	48	nonblack	1	NE	belowCollege	4.51089996
688.51001	19	nonblack	0	NE	belowCollege	6.8851001
747.859985	15	nonblack	0	NE	belowCollege	7.47859985
662.669983	26	nonblack	1	NE	belowCollege	6.62669983
142.449997	3	nonblack	1	NE	belowCollege	1.42449997
252.529999	27	nonblack	1	NE	belowCollege	2.52529999
207.410004	2	nonblack	1	NE	belowCollege	2.07410004
949.669983	23	nonblack	1	NE	belowCollege	9.49669983
752.330017	34	nonblack	1	NE	belowCollege	7.52330017
522.320007	18	nonblack	1	NE	belowCollege	5.22320007
427.350006	11	nonblack	1	NE	belowCollege	4.27350006
356.130005	15	nonblack	1	NE	belowCollege	3.56130005
457.829987	20	nonblack	1	NE	belowCollege	4.57829987
2057.61011	36	nonblack	0	NE	belowCollege	20.5761011
525.349976	17	nonblack	0	NE	belowCollege	5.25349976
712.25	18	nonblack	0	NE	belowCollege	7.1225
324.380005	10	nonblack	1	NE	belowCollege	3.24380005
513.460022	12	nonblack	0	NE	belowCollege	5.13460022
593.539978	39	nonblack	0	NE	belowCollege	5.93539978
344.25	12	nonblack	1	NE	belowCollege	3.4425
370.369995	14	nonblack	1	NE	belowCollege	3.70369995
237.419998	11	nonblack	1	NE	belowCollege	2.37419998
207.279999	1	nonblack	0	NE	belowCollege	2.07279999
154.320007	8	nonblack	0	NE	belowCollege	1.54320007
403.609985	32	nonblack	0	NE	belowCollege	4.03609985
524.690002	11	nonblack	0	NE	belowCollege	5.24690002
759.729981	15	nonblack	0	NE	belowCollege	7.59729981
443.320007	10	nonblack	1	NE	belowCollege	4.43320007
356.130005	46	nonblack	0	NE	belowCollege	3.56130005
236.419998	13	nonblack	1	NE	belowCollege	2.36419998
284.899994	5	nonblack	0	NE	belowCollege	2.84899994
583.330017	36	nonblack	0	NE	belowCollege	5.83330017
643.919983	47	nonblack	1	NE	belowCollege	6.43919983
298.5	53	nonblack	1	NE	belowCollege	2.985
712.25	14	nonblack	1	NE	belowCollege	7.1225
569.799988	14	nonblack	1	NE	belowCollege	5.69799988
2374.1499	17	nonblack	1	NE	beyondCollege	23.741499
230.25	6	nonblack	1	NE	belowCollege	2.3025
555.820007	13	nonblack	1	NE	belowCollege	5.55820007
593.539978	11	nonblack	1	NE	belowCollege	5.93539978
170.869995	46	black	0	NE	belowCollege	1.70869995
451.089996	10	nonblack	1	NE	belowCollege	4.51089996
582.98999	10	nonblack	1	NE	belowCollege	5.8298999
261.160004	18	nonblack	1	NE	belowCollege	2.61160004
771.599976	36	nonblack	1	NE	belowCollege	7.71599976
734.859985	22	nonblack	1	NE	belowCollege	7.34859985
205.369995	18	nonblack	0	NE	belowCollege	2.05369995
379.869995	19	black	1	NE	belowCollege	3.79869995
261.160004	23	nonblack	1	NE	belowCollege	2.61160004
189.929993	12	black	1	NE	belowCollege	1.89929993
474.829987	8	nonblack	0	NE	belowCollege	4.74829987
430.410004	17	nonblack	1	NE	belowCollege	4.30410004
451.089996	29	nonblack	0	NE	belowCollege	4.51089996
461.399994	31	nonblack	0	NE	belowCollege	4.61399994
759.729981	28	nonblack	1	NE	belowCollege	7.59729981
237.419998	43	nonblack	1	NE	belowCollege	2.37419998
854.700012	27	nonblack	1	NE	belowCollege	8.54700012
