Rating	HurrGender	Participant
4	female	217
5	male	217
5	male	218
6.5	female	218
3.5	male	218
3	female	218
5	female	218
5.5	male	218
5	male	218
5	female	218
3	female	218
4	male	218
4	male	219
3	female	219
1	male	219
6	female	219
3	female	219
3	male	219
7	male	219
2.5	female	219
4.5	female	219
5.5	male	219
5	male	220
3	female	220
5	male	220
5	female	220
4	female	220
4	male	220
4	male	220
3	female	220
5	female	220
4	male	220
4	male	221
4.5	female	221
4	male	221
2	female	221
6	female	221
3	male	221
5	male	221
3	female	221
5	female	221
6	male	221
4	male	222
5	female	222
5	male	222
5	female	222
5	female	222
7	male	222
7	male	222
6	female	222
6	female	222
6	male	222
5	male	223
4	female	223
6	male	223
3	female	223
2	female	223
2.5	male	223
3	male	223
4	female	223
4	female	223
2.5	male	223
4	male	224
4	female	224
4.5	male	224
3.5	female	224
2	female	224
5.5	male	224
6	male	224
5.5	female	224
6	female	224
4.5	male	224
3.5	male	225
6.5	female	225
4.5	male	225
2	female	225
3.5	female	225
5	male	225
3	male	225
3	female	225
3.5	female	225
4.5	male	225
3	male	226
3.5	female	226
4.5	male	226
4.5	female	226
2.5	female	226
4.5	male	226
3.5	male	226
3.5	female	226
3.5	female	226
4.5	male	226
1	male	227
5	female	227
4	male	227
1	female	227
6	female	227
7	male	227
7	male	227
4	female	227
3	female	227
2	male	227
5	male	228
4	female	228
6	male	228
5	female	228
5	female	228
4	male	228
5	male	228
4	female	228
5	female	228
5	male	228
5	male	229
5.5	female	229
4.5	male	229
2.5	female	229
2.5	female	229
4.5	male	229
3	male	229
3	female	229
4	female	229
3.5	male	229
4.5	male	230
4.5	female	230
4.5	male	230
3	female	230
3.5	female	230
4.5	male	230
3.5	male	230
4.5	female	230
4.5	female	230
4.5	male	230
5	male	231
3	female	231
4	male	231
4.5	female	231
4	female	231
5	male	231
3	male	231
4	female	231
3	female	231
4	male	231
5	male	232
5	female	232
4	male	232
7	female	232
2	female	232
6	male	232
3	male	232
4	female	232
5	female	232
7	male	232
4	male	233
5	female	233
3.5	male	233
4	female	233
2.5	female	233
2.5	male	233
4	male	233
2.5	female	233
3	female	233
5	male	233
5.5	male	234
5.5	female	234
6.5	male	234
5	female	234
5	female	234
5	male	234
5	male	234
5	female	234
4	female	234
5	male	234
4	male	235
1	female	235
2	male	235
5	female	235
4	female	235
3	male	235
6	male	235
2.5	female	235
4.5	female	235
4	male	235
3.5	male	236
6.5	female	236
4	male	236
3	female	236
6	female	236
4.5	male	236
3	male	236
1	female	236
1	female	236
5	male	236
6	male	237
6	female	237
7	male	237
4	female	237
6	female	237
4	male	237
6	male	237
6	female	237
5	female	237
6.5	male	237
4	male	238
6	female	238
6	male	238
2.5	female	238
2.5	female	238
6	male	238
1	male	238
2.5	female	238
4.5	female	238
3.5	male	238
4	male	239
4	female	239
5.5	male	239
3.5	female	239
4	female	239
5	male	239
4	male	239
4.5	female	239
2.5	female	239
2	male	239
4	male	240
4	female	240
4	male	240
4	female	240
4	female	240
4	male	240
7	male	240
4	female	240
4	female	240
4	male	240
5	male	241
7	female	241
7	male	241
3	female	241
5	female	241
4	male	241
2	male	241
3	female	241
2	female	241
5	male	241
3	male	242
4	female	242
4	male	242
3	female	242
4	female	242
5	male	242
3	male	242
3	female	242
3	female	242
5	male	242
6	male	243
5	female	243
4.5	male	243
4	female	243
5.5	female	243
5	male	243
7	male	243
6	female	243
4	female	243
5	male	243
4	male	244
4	female	244
5	male	244
3	female	244
4	female	244
5	male	244
4	male	244
4	female	244
4	female	244
4	male	244
4	male	245
3	female	245
6	male	245
5	female	245
5	female	245
5	male	245
5	male	245
4	female	245
4	female	245
5	male	245
4	male	246
5	female	246
3	male	246
2	female	246
3	female	246
6	male	246
2	male	246
1.5	female	246
3.5	female	246
5	male	246
2.5	male	247
3	female	247
3	male	247
2	female	247
2.5	female	247
4.5	male	247
2.5	male	247
2.5	female	247
2.5	female	247
4.5	male	247
6	male	248
6	female	248
7	male	248
3	female	248
1	female	248
2.5	male	248
4	male	248
5	female	248
5	female	248
4	male	248
1	male	249
2	female	249
3	male	249
2	female	249
3	female	249
7	male	249
5	male	249
6	female	249
4	female	249
5	male	249
4	male	250
3	female	250
4.5	male	250
3.5	female	250
3.5	female	250
4	male	250
5	male	250
4	female	250
4	female	250
3	male	250
4.5	male	251
6	female	251
7	male	251
7	female	251
4	female	251
4.5	male	251
2	male	251
2.5	female	251
1	female	251
4	male	251
5	male	252
4	female	252
5.5	male	252
4	female	252
5.5	female	252
4.5	male	252
6	male	252
4	female	252
5.5	female	252
5	male	252
6.5	male	253
4.5	female	253
4.5	male	253
5	female	253
5.5	female	253
6.5	male	253
6.5	male	253
4	female	253
5	female	253
4.5	male	253
4	male	254
4	female	254
5	male	254
3	female	254
3	female	254
5	male	254
4	male	254
4	female	254
4	female	254
4	male	254
5	male	255
4.5	female	255
5	male	255
5	female	255
4	female	255
4.5	male	255
5	male	255
3.5	female	255
5.5	female	255
5.5	male	255
6.5	male	256
5	female	256
4.5	male	256
2.5	female	256
5.5	female	256
4.5	male	256
2.5	male	256
1.5	female	256
3	female	256
4	male	256
5	male	257
7	female	257
4.5	male	257
2.5	female	257
3.5	female	257
6.5	male	257
6	male	257
3	female	257
4	female	257
1.5	male	257
5	male	258
4	female	258
5	male	258
4	female	258
5	female	258
5	male	258
6	male	258
3.5	female	258
5	female	258
5	male	258
7	male	259
2	female	259
6	male	259
5	female	259
1	female	259
4	male	259
4	male	259
6	female	259
5	female	259
2	male	259
6	male	260
6	female	260
6	male	260
5	female	260
5.5	female	260
6.5	male	260
6.5	male	260
5.5	female	260
5.5	female	260
6.5	male	260
2.5	male	261
2	female	261
2.5	male	261
5.5	female	261
2	female	261
4	male	261
3.5	male	261
1.5	female	261
1	female	261
3.5	male	261
4	male	262
7	female	262
3	male	262
3	female	262
2	female	262
5	male	262
5	male	262
2	female	262
1	female	262
1	male	262
3.5	male	263
4	female	263
2	male	263
1	female	263
2.5	female	263
4	male	263
6.5	male	263
5.5	female	263
5.5	female	263
4	male	263
5	male	264
3.5	female	264
4	male	264
3.5	female	264
3.5	female	264
5	male	264
4.5	male	264
4	female	264
5	female	264
4.5	male	264
5	male	265
4	female	265
2	male	265
3	female	265
4	female	265
4	male	265
5	male	265
3	female	265
3	female	265
5	male	265
3.5	male	266
4.5	female	266
4	male	266
3	female	266
4	female	266
3	male	266
5	male	266
3.5	female	266
2.5	female	266
5.5	male	266
5	male	267
4	female	267
6	male	267
2	female	267
5	female	267
3	male	267
4	male	267
4	female	267
2	female	267
3	male	267
4.5	male	268
4.5	female	268
4.5	male	268
5	female	268
3.5	female	268
4	male	268
5	male	268
3	female	268
4	female	268
6	male	268
7	male	269
5.5	female	269
3	male	269
2.5	female	269
4.5	female	269
4.5	male	269
6	male	269
5	female	269
3	female	269
3.5	male	269
4	male	270
5	female	270
4	male	270
4.5	female	270
3	female	270
6	male	270
5	male	270
5	female	270
3	female	270
6	male	270
4.5	male	271
6.5	female	271
5.5	male	271
4	female	271
3.5	female	271
4.5	male	271
5.5	male	271
3	female	271
3.5	female	271
4	male	271
5.5	male	272
5.5	female	272
6	male	272
3.5	female	272
4	female	272
5.5	male	272
5	male	272
4	female	272
5	female	272
4	male	272
5	male	273
4	female	273
5	male	273
3	female	273
3	female	273
4	male	273
4	male	273
3.5	female	273
4	female	273
4	male	273
4	male	274
4.5	female	274
4	male	274
2	female	274
6.5	female	274
5	male	274
4	male	274
3	female	274
2	female	274
5	male	274
4	male	275
5	female	275
4	male	275
5	female	275
2	female	275
5	male	275
5	male	275
3.5	female	275
3.5	female	275
4	male	275
3.5	male	276
3	female	276
2	male	276
1	female	276
4	female	276
5.5	male	276
3	male	276
2	female	276
5	female	276
6.5	male	276
2.5	male	277
5	female	277
3.5	male	277
2.5	female	277
3	female	277
5	male	277
3.5	male	277
1.5	female	277
2	female	277
4.5	male	277
5.5	male	278
4	female	278
6	male	278
2.5	female	278
3.5	female	278
3	male	278
4.5	male	278
4	female	278
4.5	female	278
6	male	278
5.5	male	279
3.5	female	279
5	male	279
1	female	279
3.5	female	279
3.5	male	279
1.5	male	279
2.5	female	279
5.5	female	279
6.5	male	279
6.5	male	280
5.5	female	280
5	male	280
2.5	female	280
5.5	female	280
4.5	male	280
4.5	male	280
2.5	female	280
3.5	female	280
4	male	280
5	male	281
5	female	281
6	male	281
5	female	281
4	female	281
6	male	281
7	male	281
6	female	281
6	female	281
7	male	281
4	male	282
2	female	282
5	male	282
3	female	282
1	female	282
2	male	282
6	male	282
7	female	282
4	female	282
5	male	282
4.5	male	283
6	female	283
6.5	male	283
2	female	283
3.5	female	283
4	male	283
3	male	283
3	female	283
3.5	female	283
4.5	male	283
5.5	male	284
2	female	284
5.5	male	284
2.5	female	284
1.5	female	284
4	male	284
4.5	male	284
7	female	284
3.5	female	284
2.5	male	284
4	male	285
5	female	285
4	male	285
1	female	285
1.5	female	285
2.5	male	285
6.5	male	285
2	female	285
5	female	285
3	male	285
3.5	male	286
5	female	286
5.5	male	286
2.5	female	286
3	female	286
4	male	286
6	male	286
4.5	female	286
3.5	female	286
4.5	male	286
7	male	287
4	female	287
4	male	287
3	female	287
2.5	female	287
2	male	287
2	male	287
1.5	female	287
3	female	287
4.5	male	287
7	male	288
5	female	288
5	male	288
3.5	female	288
5	female	288
5.5	male	288
5.5	male	288
5	female	288
5	female	288
6.5	male	288
7	male	289
5.5	female	289
6.5	male	289
3.5	female	289
2	female	289
6.5	male	289
3.5	male	289
6	female	289
1.5	female	289
1	male	289
6	male	290
2.5	female	290
3.5	male	290
3.5	female	290
5	female	290
4.5	male	290
7	male	290
5	female	290
6	female	290
5	male	290
6	male	291
6.5	female	291
7	male	291
6.5	female	291
5	female	291
6	male	291
5	male	291
2.5	female	291
3.5	female	291
6	male	291
5	male	292
2	female	292
6	male	292
3	female	292
4	female	292
5	male	292
3	male	292
4	female	292
4	female	292
4	male	292
6	male	293
4	female	293
5	male	293
3	female	293
6	female	293
5	male	293
6	male	293
4	female	293
4	female	293
5	male	293
4	male	294
5	female	294
3	male	294
2	female	294
3	female	294
5	male	294
5	male	294
4	female	294
2	female	294
5	male	294
4	male	295
2	female	295
4	male	295
3	female	295
2.5	female	295
6	male	295
3	male	295
3.5	female	295
5	female	295
4.5	male	295
6	male	296
5	female	296
6.5	male	296
3.5	female	296
4	female	296
4.5	male	296
5	male	296
4	female	296
5	female	296
5.5	male	296
3	male	297
2	female	297
4.5	male	297
1	female	297
1	female	297
3	male	297
2.5	male	297
3	female	297
2	female	297
3	male	297
5	male	298
2.5	female	298
5	male	298
2.5	female	298
4.5	female	298
5.5	male	298
3	male	298
5.5	female	298
2	female	298
5	male	298
3	male	299
2.5	female	299
5.5	male	299
1	female	299
3.5	female	299
5.5	male	299
1	male	299
3.5	female	299
4.5	female	299
6	male	299
2	male	300
1	female	300
4	male	300
4	female	300
4	female	300
7	male	300
6	male	300
4	female	300
3	female	300
4	male	300
4	male	301
2	female	301
4	male	301
3	female	301
5	female	301
6	male	301
5	male	301
4	female	301
3	female	301
5	male	301
3	male	302
5.5	female	302
6.5	male	302
2	female	302
5	female	302
5.5	male	302
5	male	302
2	female	302
3.5	female	302
4	male	302
7	male	303
6	female	303
5	male	303
6	female	303
1	female	303
5	male	303
4	male	303
2	female	303
3	female	303
4	male	303
5	male	304
5	female	304
6	male	304
4	female	304
5	female	304
7	male	304
6	male	304
5	female	304
4	female	304
6	male	304
5	male	305
3	female	305
6	male	305
4	female	305
5	female	305
6	male	305
4	male	305
3	female	305
4	female	305
5	male	305
2.5	male	306
1	female	306
2	male	306
2	female	306
3	female	306
7	male	306
4	male	306
4	female	306
4	female	306
6	male	306
5	male	307
5.5	female	307
6	male	307
2	female	307
1	female	307
7	male	307
2	male	307
3	female	307
3	female	307
3.5	male	307
7	male	308
3	female	308
5	male	308
4	female	308
5	female	308
6	male	308
7	male	308
5	female	308
4	female	308
3	male	308
7	male	309
3	female	309
4	male	309
3	female	309
5	female	309
6	male	309
4.5	male	309
2	female	309
5	female	309
4	male	309
5	male	310
5	female	310
4	male	310
2	female	310
4	female	310
6	male	310
6	male	310
3	female	310
4	female	310
5	male	310
3	male	311
5	female	311
6.5	male	311
2.5	female	311
3.5	female	311
5.5	male	311
5.5	male	311
3.5	female	311
4	female	311
5	male	311
4	male	312
5.5	female	312
6	male	312
3.5	female	312
2	female	312
7	male	312
5	male	312
4	female	312
4	female	312
5	male	312
5	male	313
5	female	313
5	male	313
4	female	313
4	female	313
6	male	313
6	male	313
4	female	313
3	female	313
6	male	313
4	male	314
6	female	314
5	male	314
2.5	female	314
3	female	314
4.5	male	314
4.5	male	314
2.5	female	314
1	female	314
4.5	male	314
3	male	315
6	female	315
4	male	315
3	female	315
1.5	female	315
7	male	315
3	male	315
1	female	315
2	female	315
4	male	315
6	male	316
5	female	316
7	male	316
1.5	female	316
3	female	316
2	male	316
4	male	316
2.5	female	316
4.5	female	316
6	male	316
7	male	317
5	female	317
6	male	317
5	female	317
5	female	317
6	male	317
5.5	male	317
4	female	317
4	female	317
6	male	317
6	male	318
3.5	female	318
6	male	318
2.5	female	318
1.5	female	318
4.5	male	318
4.5	male	318
4.5	female	318
4.5	female	318
2	male	318
5	male	319
5	female	319
6	male	319
1	female	319
2	female	319
4	male	319
3	male	319
2	female	319
4	female	319
4	male	319
6	male	320
4	female	320
7	male	320
3	female	320
5	female	320
5	male	320
6	male	320
5	female	320
5	female	320
6	male	320
7	male	321
4	female	321
4	male	321
3.5	female	321
4	female	321
5	male	321
7	male	321
1.5	female	321
5	female	321
3.5	male	321
2	male	322
4	female	322
7	male	322
1	female	322
2	female	322
5	male	322
1	male	322
1	female	322
1	female	322
2	male	322
6	male	323
5.5	female	323
7	male	323
2	female	323
2	female	323
4	male	323
1	male	323
2	female	323
4	female	323
6	male	323
5.5	male	324
4	female	324
2.5	male	324
2.5	female	324
4.5	female	324
5	male	324
4.5	male	324
4	female	324
1.5	female	324
7	male	324
3	male	325
3	female	325
6	male	325
4.5	female	325
5	female	325
6.5	male	325
5	male	325
3	female	325
1.5	female	325
3.5	male	325
3.5	male	326
2.5	female	326
3.5	male	326
2	female	326
2.5	female	326
5.5	male	326
5	male	326
3	female	326
4.5	female	326
5	male	326
6.5	male	327
4	female	327
6	male	327
4	female	327
5.5	female	327
5	male	327
4.5	male	327
2.5	female	327
2.5	female	327
5.5	male	327
5	male	328
5	female	328
5	male	328
3	female	328
2	female	328
4	male	328
4	male	328
2	female	328
3	female	328
6	male	328
6	male	329
5	female	329
5	male	329
3	female	329
4	female	329
5	male	329
4	male	329
2	female	329
2	female	329
5	male	329
3	male	330
1.5	female	330
4.5	male	330
1	female	330
2	female	330
4	male	330
2.5	male	330
2	female	330
2.5	female	330
4	male	330
5	male	331
2	female	331
6	male	331
3.5	female	331
2	female	331
7	male	331
1	male	331
1	female	331
4	female	331
3	male	331
5	male	332
5.5	female	332
6	male	332
2	female	332
3	female	332
7	male	332
2.5	male	332
3	female	332
2	female	332
4.5	male	332
4	male	333
2	female	333
4	male	333
3	female	333
4.5	female	333
6	male	333
2.5	male	333
1.5	female	333
1	female	333
5	male	333
4	male	334
2	female	334
6	male	334
3	female	334
5	female	334
3	male	334
6	male	334
2	female	334
3	female	334
6	male	334
5	male	335
2	female	335
3.5	male	335
2.5	female	335
2.5	female	335
3	male	335
4	male	335
1.5	female	335
2	female	335
5	male	335
4	male	336
3	female	336
5	male	336
2	female	336
1	female	336
5	male	336
3	male	336
1	female	336
3	female	336
4	male	336
6	male	337
4	female	337
5	male	337
2	female	337
3	female	337
4	male	337
5	male	337
3	female	337
3	female	337
6	male	337
6	male	338
3	female	338
7	male	338
5	female	338
5	female	338
6.5	male	338
2.5	male	338
1	female	338
2.5	female	338
6.5	male	338
4	male	339
1	female	339
6	male	339
5	female	339
4	female	339
7	male	339
5	male	339
2.5	female	339
2	female	339
4	male	339
3	male	340
4	female	340
6	male	340
2	female	340
1	female	340
5	male	340
4	male	340
2	female	340
2	female	340
5	male	340
7	male	341
3.5	female	341
3	male	341
1	female	341
2.5	female	341
5	male	341
5.5	male	341
3.5	female	341
2	female	341
5	male	341
4.5	male	342
3	female	342
7	male	342
3.5	female	342
4	female	342
4.5	male	342
6	male	342
3	female	342
1.5	female	342
6	male	342
6	male	343
3	female	343
6	male	343
3.5	female	343
1.5	female	343
6	male	343
5	male	343
4	female	343
3	female	343
5	male	343
5	male	344
4	female	344
7	male	344
2	female	344
3	female	344
6	male	344
4	male	344
4	female	344
1	female	344
6	male	344
5	male	345
4	female	345
7	male	345
3	female	345
1	female	345
5	male	345
4	male	345
2	female	345
2	female	345
5	male	345
6	male	346
2	female	346
5.5	male	346
4.5	female	346
1	female	346
6	male	346
6	male	346
4.5	female	346
4	female	346
5	male	346
